ISBN,TITLE,AUTHORS,YEAR,PUBLISHER,GENRE,DESCRIPTION,PAGE_COUNT,LANGUAGE,AVG_RATING,RATINGS_COUNT
9780399138591,Howard Hughes,Charles Higham,1993,Putnam Adult,Biography & Autobiography,Biography of millionaire businessman Howard Hughes discussing his public and private life.,392,en,,
9780394710198,The Blood of an Englishman,James McClure,1982,Pantheon,Fiction,,278,en,,
9780877478409,Getting to Know the Real You,"Sterling G. Ellsworth, Richard G. Ellsworth",1980,,Religion,,182,en,,
9780664257552,Meditations on the Cross,Dietrich Bonhoeffer,1998,Westminster John Knox Press,Religion,The cross and the resurrection were central themes for Bonhoeffer's theology. These excerpts from sermons and letters contain his personal and faithful words about the crucifixion and the power of the cross for all Christians. Meditations on the Cross is ideal for devotional reading and personal reference.,0,en,,
9781552790113,Beneath the Plains of Abraham,Kim Kinrade,1998,Picasso Publications,Fiction,"Prime Minister Jason Alexander Carruthers has the unenviable task of leading his country through what becomes a civil war. Gilles Beauchamp, the leader of Quebec separatists, has used technology to rig the results of a Canadian referendum, ensuring that Quebec will separate. Beauchamp begins military training, and Carruthers is forced to prepare for Canada's first civil war. Sabotage, murder, and chaos leave the country gripped with fear and all wondering if peace has a chance.",530,en,,
9780943358055,Synastry,Ronald C. Davison,1983,,Astrology,"Astrology can be used as a valuable tool in the understanding of human relationships. This internationally acclaimed book lays the foundation for a comprehensive study by giving a basic view of the principles of chart comparison and interpretation, showing how to apply this information. The author has discovered ""The Relationship Horoscope"", an entirely new way of charting, in a single horoscope, the relationship between two people. He also introduces new methods of determining the quality of that relationship. Essential energy patterns and needs are first determined within the natal chart and then various methods of comparing horoscopes are fully explained. Twenty horoscopes further illustrate how to utilise this rich source of information. Whether you are a professional Astrologer or simply learning more about your own innate potential, this book offers information, and guidance that will enrich your insight into relationships and increase self-knowledge. Topics include: Marriage & Relationships; The First Meeting Horoscope; Various Methods of Comparison; Sun Sign Compatibility; The Part of Marriage; Planetary Cross Aspects; House Interchanges; The Relationship Horoscope.",0,en,,
9780345375650,The Spitfire,Bertrice Small,1992,,Great Britain,"""Realistic, appealing characters and an entertaining tale."" PUBLISHERS WEEKLY The year is 1483. Just as beautiful Lady Arabella Grey, the young cousin of England's King Richard III, speaks her wedding vows to Sir Jasper Keane, the Scotsman Tavis Stewart, Earl of Dunmore, abducts Arabella as payment for Jasper's murder of his fiancee. Irresistibly, deliciously, Arabella surrenders to her enemy with fierce abandon--knowing that there may be only one way to get what is rightfully hers....",0,en,,
9780385318174,A Year and a Day,Virginia Henley,1998,New York : Delacorte Press,Fiction,"From ""New York Times bestselling author Virginia Henley, whose romantic novels have enchanted readers worldwide, comes her most tempestuous and emotional love story to date, the tale of an innocent Scottish maiden and a battle-scarred English baron who is desperate to have a child. As Edward Plantagenet's armies invade Scotland, Lynx de Warenne, one of the king's most prized warriors, is ordered to secure the royal castle at Dumfries in the crucial borderlands. There he encounters Jock Leslie, the castle's steward, a man with ten children and thirty-one grandchildren, who might have the means of fulfilling Lynx's greatest desire. A thirty-year-old childless widower, Lynx wants more than anything a child who will brighten his life, carry on the de Warenne name, and maintain the family's landholdings. Yet he is a man who is afraid to love and is haunted by the possibility that he is unable to sire a child. When Jock learns of Lynx's desire to become a father, he suggests a handfasting, a Scottish custom whereby a man and a woman can lawfully sleep together for a year and a day, at the end of which time the couple decides either to wed or to part. If the union produces a child, the child is deemed legitimate even if no marriage takes place. When Jock offers Lynx his youngest, most strong-willed daughter, Jane, so desperate is Lynx to mate with a member of the fertile family that he engages Jane in a handfasting--no matter that she is a commoner, no matter that she is terrified of him and attempts to make herself unattractive to him in the extreme, no matter that she is completely inexperienced with men. With incomparable erotic tension, humor, and narrative verve, VirginiaHenley brings together these two unlikely romantic partners in an unforgettable story about the power of love and family.",420,en,,
9780932445148,Tom O'Bedlam's Night Out and Other Strange Excursions,Darrell Schweitzer,1985,,Fiction,,200,en,,
9780679640929,The Catholic Church,Hans Küng,2001,,Religion,Offers a brief history of the Catholic Church from its roots in the teachings of Jesus Christ to the present day.,264,en,,
9780521297769,"Reason, Truth and History",Hilary Putnam,1981,Cambridge University Press,Philosophy,"'This is a timely book, with penetrating discussion of issues very much in the forefront of the contemporary philosophy. Despite the prominence of negative arguments it contains much to contribute positively to our understanding of what is needed for a conception of rationality and objectivity that covers ethics and value theory generally as well as physics.'",244,en,,
9780192717573,Rosie No-Name and the Forest of Forgetting,Gareth Owen,1997,,Amnesia,Eleven-year-old Rosie fights for her life after she falls through the crumbling stairway in a mysterious old house.,109,en,,
9781410703989,An Elephant in Wyoming,Matt Mihovich,2003,,Fiction,"Set in the near future, AN ELEPHANT IN WYOMING chronicles the diary entries of an old man backpacking in the Wind River Range. Why he's there and what he experiences will provide controversial reading especially for baby boomers.",276,en,,
9780571152469,The Balcony,Jean Genet,1991,,French drama Twentieth century. Critical studies,"One of a series of titles first published by Faber between 1930 and 1990, and in a style and format planned with a view to the appearance of the volumes on the bookshelf. Against the background of a revolution, Genet's play is set in a brothel designed for the fulfilment of any conceivable fantasy.",96,en,,
9781565923164,Windows 95 in a Nutshell,"Tim O'Reilly, Troy Mott",1998,O'Reilly Media,Computers,"With this title, readers will gain a complete understanding of the Windows 95 operating system and feel comfortable with modifying any aspect of it, using the Command Line from the DOS or Run prompt, the Explorer, the Registry, the Control Panel, or any other tool or application that exists in Windows 95.",542,en,,
9780385489782,Life on the Line,Solange De Santis,2000,,Automobile industry workers,,292,en,,
9780449214688,Not Quite Paradise,"Bonnie Maslin, Yehuda Nir",1988,Fawcett,Family & Relationships,"""A fresh start for couples in gaining understanding for each other."" Publishers Weekly Discover how a troubled marriage can be saved -- and how a good marriage can become even better! In this book you will learn how to recognize the symptoms of a marriage at risk and how to master a new language of love for a more gratifying and fulfilling relationship.",260,en,,
9781878424488,The Four Agreements Companion Book,"Don Miguel Ruiz, Janet Mills",2000,National Geographic Books,Self-Help,"The Four Agreements introduced a simple, but powerful code of conduct for attaining personal freedom and true happiness. Now The Four Agreements Companion Book takes you even further along the journey to recover the awareness and wisdom of your authentic self. This companion book is a must-read not only for those who enjoyed don Miguel’s first book, but for anyone who is ready to leave suffering behind, and to master the art of living in our natural state: happiness. The Companion Book includes: • How to break the domestication that keeps you enslaved by fear • Keys to recover your will, your faith, and the power of your word • Practice ideas to help you become the master of your own life • A dialogue with don Miguel about living The Four Agreements • Success stories from people who have used The Four Agreements “The Four Agreements are a tool for transformation, leading you to stop judging, mainly yourself, and to start practicing another way of life.” — don Miguel Ruiz",0,en,,
9780380977932,T2: The Future War,S.M. Stirling,2003,HarperEntertainment,Fiction,"The future war is now. Hiding out in Alaska, Sarah and John Connor, along with ex-counterterrorist agent, Dieter von Rossbach, are playing a waiting game -- trying to live their lives but ever watchful of Cyberdyne Corporation and the possibility of Skynet, the artificial intelligence network destined to destroy the world as we know it. They've fought for years to prevent this, and now, believing that John's love, Wendy, sacrificed herself to successfully prevent Skynet from becoming sentient, they think humanity may finally have a chance to survive. Then the United States government announces that all military and communications systems will be placed under the command of a brand-new, extremely powerful Artificial Intelligence named Skynet, effective immediately. Racing desperately to alert their allies, the Connors discover that Wendy's sacrifice was in vain -- far from being harmless, Skynet is active, sentient, and ready to terminate the human nuisance once and for all. Engineered by the relentless AI, the apocalypse of Judgment Day turns cities into deathtraps and releases mass destruction across the globe. In the nuclear winter that follows, our world changes forever: Cities become deathtraps of disease and famine patrolled by implacable machines, the first Hunter-Killer and T-90 Terminator units begin to exterminate their human prey, and all human life faces a desperate battle for survival against a seemingly unstoppable enemy. But there is still one rallying cry of hope, one man who will step to the forefront of the long fight to keep humanity from extinction: John Connor. A well-regarded author of alternate history sf novels, S. M. Stirling has written more than twenty-five books, including acclaimed collaborations with Anne McCaffrey, Jerry Pournelle, and David Drake. His most recent novels are T2®: Rising Storm, T2®: Infiltrator, The Conquistadors, and The Peshawar Lancers.",368,en,,
9780883680957,Foxe's Book of Martyrs,John Foxe,1981,Whitaker Distribution,Christian martyrs,Explore the lives of historical martyrs.,0,en,,
9780373023042,Bitter Enchantment,Yvonne Whittal,1979,Harlequin Treasury-Harlequin Romance,South Africa,"Bitter Enchantment by Yvonne Whittal released on Nov 24, 1979 is available now for purchase.",196,en,,
9780078811821,Oracle DBA Handbook,Kevin Loney,1994,McGraw-Hill Companies,Computers,"This handbook is ideal for all new and experienced database administrators who need to learn to manage a networked Orcale database system efficiently and effectively. The book opens with database architecture and setting up a database, before covering management and supporting packages. Readers will find a command reference, configuration guidelines, plus scripts and tips to help them set up a database. (Database Management)",710,en,,
9783404242757,Freitag,Robert A. Heinlein,2000,,,,510,de,,
9780830633340,24 Woodturning Projects,Percy W. Blandford,1990,,Technology & Engineering,Woodworkers can put to the test the knowledge and skills they gain from The Woodturners Bible with this collection of challenging projects for the home lathe.,126,en,,
9780753504567,Losing My Virginity,Richard Branson,2000,Virgin Books Limited,Businessmen,"An autobiography of entrepreneur, Richard Branson. It discusses Branson's family, friends and philosophy, and covers dramatic events such as his Atlantic crossings, the sale of Virgin Records and the BA dirty tricks affair. There are also insights into the workings of Virgin.",535,en,,
9780373036066,The Marriage Bargain,Susan Fox,2000,Harlequin Treasury-Harlequin Romanc,,"The Marriage Bargain by Susan Fox released on Apr 24, 2000 is available now for purchase.",0,en,,
9780373217472,Shotgun Vows,Teresa Southwick,2004,Silhouette,Fiction,"Matilda Fortune transforms herself from wallflower to tempting beauty to attract Dawson Prescott. But after a night of passion leaves them married, Matilda must convince Dawson that their shotgun vows are filled with the promise of love. Original.",260,en,,
9780061053207,Brand New Cherry Flavor,Todd Grimson,1997,Eos,Fiction,"Lisa Nova has it all talent, brains, beauty, and a mean streak to match. When her thirst for revenge introduces her to a thousand-year-old Mayan witch doctor, she discovers to her delight a bizarre, erotic link to the afterworld. When a totally hip Hollywood meets a harrowing ancient ritualistic curse, anything can happen and does in this extravagant novel.",356,en,,
9783442446902,Der Bruchpilot,Mark Childress,2000,,,,479,de,,
9781860464652,Midnight in Sicily,Peter Robb,1998,Harvill Press,History,,342,en,,
9780821718872,The Pacific Naval Battles,"Charles E. Pfannes, Victor A. Salamone",1986,Zebra Books,"World War, 1939-1945",,272,en,,
9780688088057,The Hole in the Flag,Andrei Codrescu,1991,William Morrow,History,"A Hole in the Flag is both a chronicle of the changes that have taken place in Romania over the past year, and a personal portrait of a man and his emotional attachment to his mother country--a poetic look at joy and disappointment.",260,en,,
9780879830687,The Healing Benefits of Acupressure,Francis M. Houston,1974,Keats Publishing,Acupressure,Shows how the simple application of finger pressure to specific points of the body can stimulate and alleviate many common ailments.,96,en,,
9780553099867,Jubilee Time,Maria Harris,1995,Bantam,Religion,"Starting with the biblical teaching that the 50th year marks a time for celebration and reflection, Harris helps women enter the second half of life with a refreshed spirituality, increased freedom, and a richer sense of themselves.",260,en,,
9781555833732,If Only for One Nite,James Earl Hardy,1997,,Fiction,"At his ten-year high school class reunion, Mitchell Crawford confronts his first love, his gymnastics coach Warren Reid.",216,en,,
9780310702962,Basketball,Mark Littleton,2002,Zondervan,Juvenile Nonfiction,Recounts the lives and careers of six professional basketball players who are known for their Christian faith as well as for their accomplishments on the court.,110,en,,
9780679861829,Bitty Goes to School,Elizabeth Greenaway,1994,Random House Books for Young Readers,Juvenile Nonfiction,"A kitten looks forward her first day of school, but when it arrives, she has some adjusting to do.",28,en,,
9780671026851,Savannah,Linda Lael Miller,1999,Pocket Books,Bars (Drinking establishments),"A young girl helps a gruff doctor deliver a baby during a stagecoach ride and in the months that follow, they become attracted one another.",0,en,,
9780671537630,Dr. Spock's Baby and Child Care,"Benjamin Spock, Steven Parker",1998,,Family & Relationships,"The standard guide to baby and child care, from physical to moral development, includes new material on computers and the Internet and on non-traditional families.",978,en,,
9780060957902,Tales of H.P. Lovecraft,Howard Phillips Lovecraft,2000,Harper Collins,Fiction,One of America's leading novelists pays tribute to horror genre master H.P Lovecraft in this collection of Lovecraft's finest works.,356,en,,
9780441664092,The Pimpernel Plot,Simon Hawke,1984,Ace Books,Space and time,,211,en,,
9780373029419,Whirlpool of Passion,Emma Darcy,1988,Harlequin Treasury-Harlequin Romance,Fiction,"Whirlpool Of Passion by Emma Darcy released on Sep 24, 1988 is available now for purchase.",196,en,,
9781856985208,Factbook of History,Books Mimosa,1993,Random House Value Publishing,"Chronology, Historical",,240,en,,
9780812555073,Presumed Guilty,Junius Podrug,1998,Forge Books,Fiction,"Refusing to believe that her Russian mother's death had been an accident, Lara Patrick returns to Russia to uncover the truth, but Lara herself is charged with murder, and in this legal system with no jury, Lara is presumed to be guilty",566,en,,
9780140139952,A German Requiem,Philip Kerr,1991,,Vienna (Austria),Kriminalroman med privatdetektiven Bernie Gunther. Den foregår i underverdenen i efterkrigstidens Wien,306,en,,
9780812570182,Cheyenne Summer,Vella Munn,2002,Forge Books,Fiction,"Summer, 1800. There is no rain. Heat bakes the prairie. What little game survives on the trickles of water in the shrinking creeks is fiercely hunted not just by the Cheyenne, but by their enemies, the Pawnee. In the midst of a buffalo hunt that becomes a battle when Pawnee warriors attack, a young Cheyenne brave, Grey Bear, discovers that his joy in killing outweighs his pride in bringing home meat for his hungry people. But the meditative Lone Hawk realizes for the first time that the Pawnee must be starving, just like the Cheyenne. In the Cheyenne village, the beautiful Seeks Fire learns that the brave she idolizes is not the gentle soul she believes him to be. Her close friend, Touches the Wind, discovers her own bravery during an inferno that scorches the plains and destroys half the village. The growing tension between Grey Bear and Lone Hawk will nearly destroy their people, but the love between a brave and a maiden will save them all.",384,en,,
9780671007232,Monarch Notes on Shaw's Man and Superman,Richard Nickson,1984,,,,,en,,
9780821739556,Arizona Heat,Judith Steel,1992,Zebra Books,Fiction,"From the author of D'Affaire. When a scrawny young ruffian steals his stallion, Kent Ashford grabs the nearest horse and pursues the thief who turns out to be a woman--and an uncommon beauty at that. But Kent ends up jailed for horsetheft too, and as long as they're confined together, he intends to make the best of a bad situation.",458,en,,
9780445407800,Vane Pursuit,Charlotte MacLeod,1990,Warner Books (NY),Fiction,"A gang of thieves determined to steal every Praxiteles Lumpkin weathervane in Balaclava County winds up snatching Helen Shandy as well, and it is up to her husband Peter to set her free",208,en,,
9780373760480,The Loneliest Cowboy,Pamela Macaluso,1997,Harlequin Treasury-Silhouette Desire 90s,Fiction,"The Loneliest Cowboy by Pamela Macaluso released on Nov 24, 1996 is available now for purchase.",196,en,,
9780140024333,Ten Days that Shook the World,John Reed,1977,Penguin Group,Fiction,"In Ten Days That Shook the World John Reed conveys, with the immediacy of cinema, the impression of a whole nation in ferment and disintegration. A contemporary journalist writing in the first flush of revolutionary enthusiasm, he gives a gripping record of the events in Petrograd in November 1917, when Lenin and the Bolsheviks finally seized power. Containing verbatim reports both of speeches by leaders and the chance comments of bystanders, set against an idealized backcloth of the proletariat, soldiers, sailors, and peasants uniting to throw off oppression, Reed's account is the product of passionate involvement and remains an unsurpassed classic of reporting. Book jacket.",372,en,,
9780805041255,The Bible,"Barrie, Geraint H. Jenkins",1995,Henry Holt,Religion,"A lavishly illustrated volume--complete with medieval and Renaissance illuminations--features the Gospels, the Acts of the Apostles, the Epistles, and the Revelations of St. John the Divine, drawn on the sixteenth-century language of Wycliffe, Tyndale, Coverdale, and Cranmer.",272,en,,
9780938756026,Night & Sleep,Jalāl al-Dīn Rūmī (Maulana),1981,,Poetry,"Seventeen poems of the 13th-century Persian mystic, in English versions by Robert Bly and Coleman Barks, express a longing for the Mystical Friend, a spiritual guide or brother.",54,en,,
9780937396094,Christ Loved the Church,William MacDonald,1956,Walterick Pub,Church,,95,en,,
9780439228589,Mucus Attack!,Kathy Burkett,2002,Scholastic,Juvenile Fiction,"Ethan Flask, the sixth-grade science teacher at Einstein Elementary, is being judged for the Vanguard Teacher Award by his arch-enemy Professor von Offel.",116,en,,
9780451179845,Stranglehold,Edward Hess,1994,Berkley,Fiction,"FBI special agents Martin Walsh and Dalton Leverick go undercover in the bizarre world of professional wrestling in order to catch a monstrous muscleman of a serial killer nicknamed the ""Wrestlemaniac."" Original.",320,en,,
9788435505840,La bruja doña Paz,"Antonio Robles, Antoniorrobles",1981,,,,67,es,,
9780380788989,Twilight of Heroes,Ralph Peters,1997,Pocket Books,Fiction,"Twilight of Heroes is a tale of international suspense set amid the recent drug wars in Latin America. The novel follows an American colonel plagued by his conscience, a female doctor fighting deadly odds, a dangerously arrogant American ambassador, a Bolivian playboy who falls in love with the woman he planned to betray, and a teenage assassin from the slums of Colombia. Ranging from the lawless South American backcountry to the halls of Washington, D.C., this is the finest novel--or work of any kind--written about the men and women whose fates are tied to politics, cocaine, and the gun.",468,en,,
9780671746506,The Overnight,R. L. Stine,1989,Simon Pulse,Fiction,Nothing bad will happen.,164,en,5,2
9780811837750,Off the Beaten Path,Laura Stoddart,2003,Chronicle Books,Travel,"In this charming anthology, Stoddart pairs her delightful illustrations with sage reflections from intrepid travelers through the ages. Full color.",92,en,,
9780070686960,Sprout and the Dogsitter,Jenifer Wayne,1977,McGraw-Hill Companies,Juvenile Fiction,Sprout joins a party of carol singers on Christmas Eve but before the evening is over loses both them and his new coat.,104,en,,
9780425171400,Loyalty in Death,J. D. Robb,1999,Penguin,Fiction,"In this novel in the #1 New York Times bestselling series known for its tantalizing blend of romance, suspense, and futuristic police procedural, New York cop Eve Dallas faces her most ingenious foe: a “secret admirer” who taunts her with letters…and kills without mercy. An unknown bomber is stalking New York City. He is sending Eve Dallas taunting letters promising to wreak mass terror and destruction among the “corrupt masses.” And when his cruel web of deceit and destruction threatens those she cares for most, Eve fights back. It’s her city...it’s her job...and it’s hitting too close to home. Now, in a race against a ticking clock, Eve must make the pieces fit—before the city falls.",372,en,4.5,8
9780312203399,Monsoon,Wilbur Smith,1999,Macmillan,Fiction,"The 18th century English imperialist, Sir Hal Courtney, and his four sons become privateers, battling Arab pirates to protect their holdings in Africa.",836,en,,
9780060256678,Where the Sidewalk Ends,Shel Silverstein,1974,HarperCollins,Juvenile Nonfiction,"If you are a dreamer, come in, If you are a dreamer, A wisher, a liar, A hope-er, a pray-er, A magic bean buyer … Come in … for where the sidewalk ends, Shel Silverstein’s world begins. You’ll meet a boy who turns into a TV set, and a girl who eats a whale. The Unicorn and the Bloath live there, and so does Sarah Cynthia Sylvia Stout who will not take the garbage out. It is a place where you wash your shadow and plant diamond gardens, a place where shoes fly, sisters are auctioned off, and crocodiles go to the dentist. Shel Silverstein’s masterful collection of poems and drawings is at once outrageously funny and profound.",176,en,,
9780789724434,Tangled Web,Richard Power,2000,Que Publishing,Computer crimes,"""Tangled Web"" shows the shadow side of cyberspace by taking the reader into the lairs of hackers, crackers, researchers, private investigators, law enforcement agents, and intelligence officers. This is the definitive text on cybercrime and cyberwar.",0,en,,
9780575065840,Death Trilogy,Terry Pratchett,1998,,Discworld (Imaginary place),"This volume contains Mort, Reaper Man and Soul Music, all starring Death, the Discworld's most endearing character, his steed Binky, his granddaughter Susan, the Death of Rats and all the various denizens of the Discworld.",754,en,5,1
9780451161499,How to Develop a Super-Power Memory,Harry Lorayne,1989,Signet,,"Harry Lorayne, who has trained his own memory to the point where he is acclaimed as having the most phenomenal memory in the world, has written the most practical and lucid memory-training book ever. Now, at last, with the famous Lorayne Link-and-Peg System, readers will be able to recall faces, names, appointments and anything else they need to acquire a winning edge.",,en,,
9780812511079,Songsmith,"Andre Norton, A. C. Crispin",1993,Macmillan,Fiction,"Eydrth is a Master Songsmith...who has no magic. She will do anything to save her father from the evil that has stolen his mind. But the paths to the magic of the Witch World are many--and to save the ones you love, the truest magic must come from the heart... Andre Norton has been called ""one of the most popular writers of our time"" (Publishers Weekly) and has for over twenty-five years enchanted readers with the most famous and popular of her works: the enthralling Witch World. With bestseller A.C. Crispin, Norton has woven an eternal love story, filled with magic and wonder. Songsmith is the novel that Witch World fans have been waiting for--a shining jewel in the Witch World cosmos.",310,en,,
9780671015145,The Silent Cradle,"Margaret Cuthbert, Margaret Owens Cuthbert",1999,,Fiction,"Obstetrician Rae Duprey finds her career threatened by a series of routine deliveries that have turned tragic at the politically sensitive birth center across the street from the hospital, and Rae is determined to uncover the truth before anymore women die.",504,en,,
9780345254177,Star Songs of an Old Primate,James Tiptree,1978,Del Rey,"Science fiction, American",,270,en,,
9780399507762,The Second Twelve Months of Life,"Frank Caplan, Theresa Caplan",1982,Perigee Trade,Family & Relationships,,324,en,,
9780752804637,A Kept Woman,Louise Bagshawe,2000,,Ambition,"Diana Foxton is the toast of New York: she is rich, British and beautiful and has a designer wardrobe to die for. Recently married to the head of a publishing empire, she fills her days with lunches, interior decorating and clothes shopping. Her priorities are looking good, appearing in society pages and hosting the most talked about parties in Manhattan but, above all, making an art of being the perfect wife and hostess. But when she discovers that her husband is having an affair, her glamorous bubble is burst and she finds herself without any money or any qualifications, shunned by the glittering society that once embraced her. On her own for the first time, she takes the only job she can get, exchanges the Manolo kitten heels for comfortable shoes and settles, awkwardly, into a life of doing her own cleaning and taking public transport. But who is Diana Foxton behind the polished façade? Can she make it on her own? And why does her new boss, the handsome Michael Cicero, take so much pleasure in watching her struggle?",323,en,,
9780972420600,Surrender to the Sensations,David Olin Tullis,2003,,Self-Help,,131,en,,
9781857992151,Fishing the Sloe-black River,Colum McCann,1995,,Ireland,"The short fiction of Colum McCann documents a dizzying cast of characters in exile, loss, love, and displacement. There is the worn boxing champion who steals clothes from a New Orleans laundromat, the rumored survivor of Hiroshima who emigrates to the tranquil coast of Western Ireland, the Irishwoman who journeys through America in search of silence and solitude. But what is found in these stories, and discovered by these characters, is the astonishing poetry and peace found in the mundane: a memory, a scent on the wind, the grace in the curve of a street. ""Fishing the Sloe-Black River ""is a work of pure augury, of the channeling and re-spoken lives of people exposed to the beauty of the everyday.",184,en,,
9780912678580,Songs from this Earth on Turtle's Back,Joseph Bruchac,1983,"Greenfield Center, N.Y. : Greenfield Review Press",Poetry,Contains poems by fifty-two contributors from thirty-five different native American nations.,316,en,,
9789875400139,Amarillo intenso,Verónica Médico,2000,,,,51,es,,
9780373092437,Lovegames,Monica Barrie,1985,Harlequin Books,,,250,en,,
9780747542810,Cannabis Culture,Patrick Matthews,1999,Bloomsbury Pub Limited,Social Science,"To some it's the ""Holy Herb"", the healer of nations, the potential saviour of the planet, banned because of a conspiracy involving J. Edgar Hoover's FBI, the petrochemical industry and the yellow press. Others still see it as the deceptive weed that undermined Arab civilization. For millions of others in the west it's no longer even controversial - legalized for many patients under American state laws, tolerated in Holland, and openly planted in hundreds of acres of Swiss Alps.;But what do we really know about cannabis? Why does it make you stoned? Does it kill off brain cells? Why do different kinds of weed have different effects? In this book, the author returns to the Rizla-strewn world he knew before becoming an award-winning wine writer and finds that researchers have unravelled the complexities of this plant, uncovering in the process much of the chemistry of our minds and emotions. And, as well as scientists, the author meets a mixture of characters - the connoisseurs, criminals and cultivators, both in the UK and in the Third World, who together make up our new cannabis culture. The book features sections on Holland, Morocco and the United States, and argues that weed is no",244,en,,
9780385145213,All about African Violets,Montague Free,1979,Doubleday Books,Gardening,Provides extensive information on all aspects of growing this popular house plant.,272,en,,
9781563891052,Fables and Reflections,Neil Gaiman,1993,,Baghdad (Iraq),"Fables and Reflections follows the Lord of Dreams through nine remarkable tales as he touches lives from the mists of the past to the nightmares of the present. In these episodes, kings and spies, emperors and actors, ravens and werewolves all share their stories and their dreams - dreams of life and love, and of power and darkness. -- Back cover.",274,en,,
9780375500985,Fat Man in a Middle Seat,Jack Worthen Germond,1999,Random House (NY),Biography & Autobiography,"The memoirs of Germond, one of America's most respected political columnists--and one of a handful of pundits with an opinion worth listening to.",304,en,,
9788804342830,Due di due,Andrea De Carlo,1991,,Fiction,"""Due di due"" narra l'amicizia fra Mario, l'io narrante, e Guido, un suo compagno di scuola. Sono così diversi da essere speculari, Mario e Guido: il primo è un adolescente come tanti, impaurito e attratto dalla vita, indeciso nelle scelte e appena abbozzato nella personalità, succube dell'autorevolezza e del carisma altrui; il secondo ne ha da vendere di autorevolezza e carisma, ha entusiasmo per la vita, e è diverso, diverso da tutti gli altri, abbastanza per attrarli, troppo per non spaventarli, per non restare, alla fin fine, sempre isolato. Nonostante le differenze, l'amicizia di Mario e Guido prosegue lungo gli anni Settanta e Ottanta: a scuola e fuori scuola, fino all'età adulta.",400,it,,
9780399128455,A Little Bit Married,Gail Parent,1984,Putnam Publishing Group,Fiction,,280,en,,
9780791032091,History,Richard Scott Rennert,1995,Chelsea House Pub,Juvenile Nonfiction,"A collection of multiple-choice and true-or-false questions and answers about slavery, abolition, the civil rights movement, and African American leaders.",63,en,,
9780806958194,The Bear Book,Diana Deakin,1991,Lark Books,Art,"Provides patterns and instructions for making teddy bears and teddy bear scarves, mittens, purses, cushions, backpacks, and rugs",112,en,,
9780786882120,Shall We Dance,Manine Golden,1997,Hyperion,Performing Arts,"The popularity of ballroom dancing is increasing dramatically with all age groups and at all social levels. Now Shall We Dance makes it easy for everyone to get out on the dance floor, with an entertaining, step-by-step instruction course that teaches the samba, cha-cha, foxtrot, waltz, swing, tango, mambo, and rhumba.",0,en,,
9781586680510,Playtime at Barney's House,Guy Davis,2001,Barney Pub,Juvenile Fiction,"A tour of Barney's house with peek-a-boo flaps explores the kitchen, butterfly room, game room, and backyard, while young readers help Barney look for Miss Etta Kette, Scooter McNutty, and Booker T. Bookworm. On board pages.",12,en,,
9780425083864,The Wandering Unicorn,"Manuel Mujica Láinez, Manuel Mujica Lbainez",1985,Berkley,Fiction,Eventyrroman.,340,en,,
9781551660684,Cardinal Rules,Barbara Delinsky,1996,MIRA,Fiction,"Cardinal Rules by Barbara Delinsky released on Jun 24, 1995 is available now for purchase.",260,en,,
9780875545233,The Spiritual Path Guidebook,Dick Sutphen,1992,Valley of the Sun Publishing,"Body, Mind & Spirit","This little book is packed with hundreds of suggestions & reminders that will support you in creating your own reality. Dick Sutphen has taught these metaphysical concepts for the last 20 years in his seminars & bestselling books. In THE SPIRITUAL PATH GUIDEBOOK, he condenses this wisdom to hundreds of short, life-changing concepts, & presents them in this easy to assimilate format. Some examples from the book: Scientists have proven that energy cannot die. You are energy. You aren't going anywhere. * In accepting karma, you accept that you & you alone are responsible for your circumstances. Forgiveness follows, for you cannot hold others responsible for your experiences. * Science is based on the evidence of things seen. Faith is based on things not seen. * Faith is subconscious memory. * In one way or another, you get what you ask for in life. Be sure to ask for the right things. The book comes with a beautiful, full-color cover, & is printed on acid-free paper in a 6""x4"" meditation-size paperback format.",126,en,,
9780060930059,You Can't Go Home Again,Thomas Wolfe,1998,Harper Collins,Fiction,Novelist George Webber is driven from his hometown when his successful autobiographical novel infuriates the family and friends he has depicted in it.,724,en,,
9783453199866,Knall auf Fall,Kathy Lette,2002,,,,407,de,,
9780910608329,"Manual on the Use of the Dewey Decimal Classification, Edition 19","John Phillip Comaromi, Margaret J. Warren",1982,"Albany, N.Y. : Forest Press",Language Arts & Disciplines,Library science manual on the use of the Dewey Decimal Classification (19th ed.) - includes maps displaying area numbers as well as alphabetical and numerical indexes. Flow chart.,604,en,,
9783502508748,Die Mörder-Maschen,Agatha Christie,1982,,,,152,de,,
9780812828986,Dillinger,Harry Patterson,1983,Stein & Day Pub,Criminals,"After breaking out of prison in Indiana, John Dillinger heads for Mexico where he becomes involved with a ruthless gold mine owner and his beautiful niece",233,en,3,1
9780704349087,Dead Proud,"Ann Considine, Robyn Slovo",1987,Women's Press (UK),English drama,,204,en,,
