ISBN,TITLE,AUTHORS,YEAR,PUBLISHER,GENRE,DESCRIPTION,PAGE_COUNT,LANGUAGE,AVG_RATING,RATINGS_COUNT
9780140443608,The Erotic Poems,Ovid,1983,National Geographic Books,Poetry,"This collection of Ovid's poems deals with the whole spectrum of sexual desire, ranging from deeply emotional declarations of eternal devotion to flippant arguments for promiscuity. In the Amores, Ovid addresses himself in a series of elegies to Corinna, his beautiful, elusive mistress. The intimate and vulnerable nature of the poet revealed in these early poems vanishes in the notorious Art of Love, in which he provides a knowing and witty guide to sexual conquest - a work whose alleged obscenity led to Ovid's banishment from Rome in AD 8. This volume also includes the ""Cures for Love,"" with instructions on how to terminate a love affair, and ""On Facial Treatment for Ladies,"" an incomplete poem on the art of cosmetics. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",0,en,,
9780836223019,50 Simple Things Kids Can Do to Save the Earth,Earth Works Group (U.S.),1990,Andrews McMeel Publishing,Juvenile Nonfiction,"Explains how specific things in a child's environment are connected to the rest of the world, how using them affects the planet, and how the individual can develop habits and projects that are environmentally sound.",162,en,2.5,2
9780140085914,Choose Your Baby's Name,Rosalind Fergusson,1986,,"Names, Personal",,0,en,,
9780786887675,Cad,Rick Marin,2004,Hyperion,Biography & Autobiography,"The Los Angeles Times bestseller, now in paperback -- tales of the notorious New York dating scene, told from the other side of the bed. Rick Marin offers himself up for an in-depth look at man's superficial nature. At 28, a brief, doomed first marriage thrusts Marin back into Bachelor Hell. A journalist as eager to make it in Manhattan as with its female population, our emotionally myopic hero can never seem to tell if the woman in front of him is too crazy or too sane, until she gets too close. Falling out of love as often as he falls in, he vows more than once to clean up his act, only to relapse into another bender of beauties, blow-offs, and bad behavior -- all in desperate pursuit of the woman who can redeem him. In this rollicking, frequently insensitive and ultimately poignant memoir, Marin proves a master of the light touch even in his darkest hours. It is one man's story, but many men will read it as their own. And for any woman who has ever wondered, ""What was he thinking"" This is what he was thinking.",304,en,,
9780792261889,National Geographic Photography Field Guide: Digital,,2003,National Geographic Society,Photography,This definitive guide to the digital revolution quickly takes images out of the darkroom and onto the desktop.,0,en,,
9780226425948,Ill-Gotten Gains,Leo Katz,1996,University of Chicago Press,Business & Economics,"Ultimately, Katz argues, the law, as well as our conscience, is surprisingly uninterested in final outcomes and astonishingly sensitive to how we get there, which is why sins of commission are so much more weighty than sins of omission.",330,en,,
9782259191630,Ébène,Ryszard Kapuściński,2000,,Africa,"La 4e de couverture indique : ""Quand Ryszard Kapuscinski arrive comme journaliste en 1958 à Accra, la capitale du Ghana, il ne peut soupçonner que ce voyage sera le début 'une passion qui ne le quittera plus jamais. Pendant des années, ce grand reporter doublé d'un écrivain sillonne le continent noir, habite les quartiers des Africains, s'expose à des conditions de vie qu'aucun correspondant occidental n'aurait acceptées. Observateur exceptionnel, il croise des potentats comme Nkrumah, Kenyatta ou Idi Amin, témoigne de coups d'Etat et de guerres civiles (au Rwanda par exemple) ; il essuie des fusillades, affronte des tempêtes de sable et supporte l'indescriptible chaleur africaine. Mais Kapuscinski s'intéresse surtout aux gens et sait gagner leur confiance. Le tumulte de la vie quotidienne africaine le passionne davantage que les corruptions, les épidémies et les guerres meurtrières. Ce livre majeur, attendu depuis longtemps, a reçu en 2000 le prestigieux prix littéraire italien Viareggio.""",332,fr,,
9780060936464,The Bitch in the House,Cathi Hanauer,2003,Harper Collins,Literary Collections,"Virginia Woolf introduced us to the “Angel in the House”, now prepare to meet... The Bitch In the House. Women today have more choices than at any time in history, yet many smart, ambitious, contemporary women are finding themselves angry, dissatisfied, stressed out. Why are they dissatisfied? And what do they really want? These questions form the premise of this passionate, provocative, funny, searingly honest collection of original essays in which twenty-six women writers—ranging in age from twenty-four to sixty-five, single and childless or married with children or four times divorced—invite readers into their lives, minds, and bedrooms to talk about the choices they’ve made, what’s working, and what’s not. With wit and humor, in prose as poetic and powerful as it is blunt and dead-on, these intriguing women offer details of their lives that they’ve never publicly revealed before, candidly sounding off on: • The difficult decisions and compromises of living with lovers, marrying, staying single and having children • The perpetual tug of war between love and work, family and career • The struggle to simultaneously care for ailing parents and a young family • The myth of co-parenting • Dealing with helpless mates and needy toddlers • The constrictions of traditional women’s roles as well as the cliches of feminism • Anger at laid-back live-in lovers content to live off a hardworking woman’s checkbook • Anger at being criticized for one’s weight • Anger directed at their mothers, right and wrong • And–well–more anger... “This book was born out of anger,” begins Cathi Hanauer, but the end result is an intimate sharing of experience that will move, amuse, and enlighten. The Bitch in the House is a perfect companion for your students as they plot a course through the many voices of modern feminism. This is the sound of the collective voice of successful women today-in all their anger, grace, and glory. From The Bitch In the House: “I believed myself to be a feminist, and I vowed never to fall into the same trap of domestic boredom and servitude that I saw my mother as being fully entrenched in; never to settle for a life that was, as I saw it, lacking independence, authority, and respect.” –E.S. Maduro, page 5 “Here are a few things people have said about me at the office: ‘You’re unflappable.’ ‘Are you ever in a bad mood?’ Here are things people—okay, the members of my family—have said about me at home: ‘‘Mommy is always grumpy.’ ‘Why are you so tense?’ ‘You’re too mean to live in this house and I want you to go back to work for the rest of your life!’” –Kristin van Ogtrop, page 161 “I didn’t want to be a bad mother I wanted to be my mother-safe, protective, rational, calm-without giving up all my anger, because my anger fueled me.” – Elissa Schappell, page 195",319,en,,
9780670031481,Saint Thérèse of Lisieux,Kathryn Harrison,2003,Viking Adult,Christian saints,"Bestselling novelist and memoirist Harrison, whose depictions of women have been called ""powerful"" (""The New York Times Book Review""), brings to the saint's life her storytelling gift and deep insight as she reveals the hopes and fears of the young girl behind the religious icon.",0,en,,
9781842040157,Celtic Myths and Legends,Charles Squire,2000,,Celts,,468,en,,
9780889842502,Uncomfortably Numb,Sharon English,2002,The Porcupine's Quill,Fiction,"A city suburb, 1980. The front of propriety, the freakish stillness and the bush parties. This is the home of Germaine Stevens, a social misfit who thinks she's struck ultimate cool when she's accepted into her preppie high school's only counter-culture group, the Rockers. Yet has she really just traded one kind of conformity for another? And is she still a loser? Her friends are desperate characters: Regina's on the road to ruin, Bono's more boy than girl, and Jackie's postering her bedroom into a rockn'roll tomb. Yet beneath the party-hardy attitude, no one is as disaffected as they seem, or want to be. In a voice that ranges from tough to achingly vulnerable, Sharon English powerfully conveys the anger, lust and absurdity that spiral into one girl's growing fight against the tuned-out numbness of her world.",200,en,,
